selling_price,km_driven,mileage,engine,max_power,seats,no_of_years,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_More than 2 owner,owner_Second Owner
170000,70000,21.1,814.0,55.2,5.0,8,0,0,1,1,0,1,0,1
250999,30000,22.74,796.0,47.3,5.0,8,0,0,1,1,0,1,0,0
950000,188000,16.0,2179.0,140.0,7.0,7,1,0,0,1,0,1,0,0
650000,60000,17.8,1497.0,117.3,5.0,8,0,0,1,1,0,1,0,0
550000,133000,14.0,2179.0,138.1,7.0,9,1,0,0,1,0,1,0,0
650000,160000,12.8,2494.0,102.0,7.0,12,1,0,0,1,0,1,0,0
800000,150000,15.1,2179.0,140.0,7.0,9,1,0,0,1,0,1,0,1
250999,30000,22.05,796.0,47.3,5.0,2,0,0,1,1,0,1,0,0
170000,60000,22.74,796.0,47.3,5.0,9,0,0,1,1,0,1,0,1
250000,30000,19.09,1396.0,69.0,5.0,9,1,0,0,1,0,1,0,0
312000,80000,13.7,1399.0,98.82,7.0,8,0,0,1,1,0,1,0,0
250000,20000,22.74,796.0,47.3,5.0,8,0,0,1,1,0,1,0,0
200000,80000,21.1,814.0,55.2,5.0,9,0,0,1,1,0,1,0,0
670000,73000,15.4,2523.0,75.0,7.0,6,1,0,0,1,0,1,0,0
270000,50000,21.1,814.0,55.2,5.0,5,0,0,1,1,0,1,0,0
360000,200000,15.96,2523.0,62.1,7.0,10,1,0,0,1,0,1,0,0
630000,46000,28.4,1248.0,74.0,5.0,4,1,0,0,1,0,1,0,0
55599,36088,16.1,796.0,37.0,4.0,19,0,0,1,1,0,1,0,0
400000,50000,23.5,909.0,45.0,8.0,4,1,0,0,1,0,1,0,0
420000,50000,22.54,1396.0,88.73,5.0,8,1,0,0,1,0,1,0,0
764000,25000,20.73,1373.0,91.1,5.0,4,0,0,1,1,0,1,0,0
710000,30000,15.96,2523.0,62.1,7.0,3,1,0,0,1,0,1,0,0
1575000,30000,17.6,2179.0,153.86,7.0,4,1,0,0,1,0,1,0,0
1050000,13000,17.0,2200.0,139.01,7.0,4,1,0,0,1,0,1,0,0
1000000,15000,19.01,1462.0,103.2,6.0,3,0,0,1,1,0,1,0,0
650000,44000,23.65,1248.0,88.5,5.0,5,1,0,0,0,0,1,0,0
600000,63000,22.77,1498.0,98.59,5.0,7,1,0,0,1,0,1,0,0
509999,110000,18.49,1493.0,100.0,7.0,6,1,0,0,1,0,1,0,0
610000,14000,19.1,1197.0,82.0,5.0,5,0,0,1,1,0,1,0,0
310000,35000,24.7,796.0,47.3,5.0,5,0,0,1,1,0,1,0,0
720000,35000,15.96,2523.0,62.1,7.0,6,1,0,0,1,0,1,0,0
158000,110000,19.09,1396.0,69.0,5.0,10,1,0,0,1,0,1,0,1
175000,85700,17.0,1405.0,70.0,5.0,11,1,0,0,1,0,1,0,1
217000,120000,21.1,1248.0,73.9,5.0,12,1,0,0,1,0,1,0,0
484999,50000,25.8,1498.0,98.6,5.0,9,1,0,0,1,0,1,0,0
315000,100000,19.3,1248.0,0.0,5.0,10,1,0,0,1,0,1,0,0
550000,35000,24.4,1120.0,71.0,5.0,6,1,0,0,1,0,1,0,0
280000,70000,18.6,1197.0,85.8,5.0,10,0,0,1,1,0,1,0,1
350000,90000,14.09,1596.0,99.6,5.0,9,0,0,1,1,0,1,0,0
1150000,42000,16.0,2179.0,140.0,7.0,5,1,0,0,1,0,1,0,1
420000,30000,18.9,1197.0,82.0,5.0,6,0,0,1,1,0,1,0,1
810000,80000,20.73,1373.0,91.1,5.0,5,0,0,1,1,0,1,0,0
290000,90000,17.0,1197.0,80.0,5.0,11,0,0,1,1,0,1,1,0
180000,60000,18.6,1199.0,79.4,5.0,10,0,0,1,1,0,1,0,0
160000,162000,15.37,1196.0,73.0,5.0,12,0,0,1,1,0,1,0,0
66000,70000,23.9,624.0,37.48,4.0,5,0,0,1,1,0,1,1,0
369000,20000,20.51,998.0,67.04,5.0,7,0,0,1,1,0,1,0,1
300000,80000,13.93,2179.0,138.1,7.0,10,1,0,0,1,0,1,0,1
350000,90000,13.6,2523.0,63.0,7.0,14,1,0,0,1,0,1,0,0
220000,120000,19.2,1197.0,80.0,5.0,14,0,0,1,1,0,0,0,1
160000,220000,14.8,2499.0,80.0,10.0,17,1,0,0,1,0,1,0,0
221000,100000,17.8,1248.0,75.0,5.0,13,1,0,0,1,0,1,0,1
400000,35000,17.57,1193.0,88.7,5.0,5,0,0,1,1,0,1,0,0
250000,120000,13.4,2362.0,164.7,5.0,18,0,0,1,1,0,1,0,1
390000,120000,13.6,2523.0,63.0,7.0,11,1,0,0,1,0,1,1,0
190000,110000,15.37,1196.0,73.0,5.0,10,0,0,1,1,0,1,0,0
300000,60000,25.17,799.0,53.3,5.0,5,0,0,1,1,0,1,0,0
750000,27000,22.54,1396.0,88.73,5.0,5,1,0,0,1,0,1,0,0
650000,50000,26.59,1248.0,74.0,5.0,6,1,0,0,1,0,1,0,0
635000,40000,17.8,1198.0,86.7,5.0,4,0,0,1,1,0,1,0,0
520000,88000,22.32,1582.0,126.32,5.0,9,1,0,0,1,0,1,0,1
1500000,50000,16.36,2179.0,140.0,7.0,2,1,0,0,1,0,1,0,0
415000,80000,22.32,1582.0,126.32,5.0,10,1,0,0,1,0,1,0,1
700000,60000,22.54,1396.0,88.76,5.0,3,1,0,0,1,0,1,0,0
484999,26000,21.21,1197.0,81.8,5.0,5,0,0,1,1,0,1,0,1
120000,80000,16.6,1388.0,68.0,5.0,15,0,0,1,1,0,1,0,1
220000,60000,21.1,814.0,55.2,5.0,8,0,0,1,1,0,1,0,1
320000,80000,20.36,1197.0,78.9,5.0,8,0,0,1,1,0,1,0,1
375000,90000,22.9,1248.0,74.0,5.0,11,1,0,0,1,0,1,0,1
440000,80000,22.32,1582.0,126.32,5.0,10,1,0,0,1,0,1,0,1
550000,15000,18.9,1197.0,81.86,5.0,3,0,0,1,1,0,0,0,0
640000,35000,25.2,1248.0,74.0,5.0,5,1,0,0,1,0,1,0,1
420000,120000,23.59,1364.0,67.04,5.0,8,1,0,0,1,0,1,0,0
330000,63000,24.0,1120.0,70.0,5.0,6,1,0,0,1,0,1,1,0
800000,25000,21.66,1498.0,108.62,5.0,3,1,0,0,1,0,1,0,0
240000,64500,18.9,998.0,67.1,5.0,11,0,0,1,1,0,1,0,0
360000,100000,25.32,1198.0,77.0,6.0,6,1,0,0,1,0,1,0,1
750000,40000,23.9,1582.0,126.2,5.0,5,1,0,0,1,0,1,0,0
570000,15000,18.6,1197.0,81.83,5.0,5,0,0,1,1,0,1,0,1
450000,25000,23.59,1364.0,67.04,5.0,7,1,0,0,1,0,1,0,0
270000,82000,18.5,1197.0,85.8,5.0,6,0,0,1,1,0,1,1,0
459999,87000,20.77,1248.0,88.76,7.0,10,1,0,0,1,0,1,0,0
240000,80000,23.95,998.0,67.05,5.0,7,0,0,1,1,0,1,0,1
320000,110000,19.01,1461.0,108.45,5.0,10,1,0,0,1,0,1,1,0
149000,148000,21.12,1248.0,88.8,5.0,11,1,0,0,1,0,1,0,1
1500000,40000,16.36,2179.0,140.0,7.0,4,1,0,0,1,0,1,0,0
180000,70000,16.36,1495.0,93.7,5.0,11,0,0,1,1,0,1,0,0
185000,70000,13.45,1086.0,62.1,5.0,10,0,1,0,1,0,1,0,1
65000,40000,16.1,796.0,37.0,4.0,14,0,0,1,1,0,1,0,1
130000,120000,17.0,1405.0,70.0,5.0,12,1,0,0,1,0,1,0,0
330000,60000,17.8,1399.0,67.0,5.0,10,1,0,0,1,0,1,0,0
190000,90000,18.8,1248.0,90.0,5.0,11,1,0,0,0,0,1,0,0
501000,68000,22.9,1248.0,74.0,5.0,8,1,0,0,0,0,1,0,0
600000,24500,25.8,1498.0,98.6,5.0,5,1,0,0,0,0,1,0,0
570000,77000,15.1,2179.0,140.0,7.0,10,1,0,0,0,0,1,0,1
450000,85000,25.8,1498.0,98.6,5.0,7,1,0,0,0,0,1,0,0
285000,45500,16.78,1496.0,88.73,5.0,11,0,0,1,0,0,1,0,0
490000,67000,28.4,1248.0,74.0,5.0,8,1,0,0,0,0,1,0,0
500000,77000,28.4,1248.0,74.0,5.0,8,1,0,0,0,0,1,0,0
275000,47000,21.1,814.0,55.2,5.0,6,0,0,1,0,0,1,0,0
440000,57000,23.84,1199.0,84.48,5.0,5,0,0,1,0,0,1,0,0
825000,71500,22.54,1396.0,88.73,5.0,4,1,0,0,0,0,1,0,0
411000,110000,23.59,1364.0,67.04,5.0,10,1,0,0,0,0,1,0,0
470000,82000,26.59,1248.0,74.0,5.0,9,1,0,0,0,0,1,0,1
445000,70000,28.4,1248.0,74.0,5.0,9,1,0,0,0,0,1,0,1
752000,28000,27.39,1248.0,74.0,5.0,5,1,0,0,0,0,1,0,0
650000,125000,21.14,1498.0,103.52,5.0,6,1,0,0,0,0,1,0,1
450000,67000,28.4,1248.0,74.0,5.0,9,1,0,0,0,0,1,0,1
350000,93500,17.0,1497.0,118.0,5.0,11,0,0,1,0,0,1,1,0
511000,8500,22.0,1197.0,81.8,5.0,10,0,0,1,0,0,1,0,0
700000,80000,27.39,1248.0,74.0,5.0,6,1,0,0,0,0,1,0,0
1800000,30000,11.36,2755.0,171.5,7.0,6,1,0,0,1,0,0,0,0
550000,14200,18.16,1196.0,86.8,5.0,4,0,0,1,1,0,1,0,0
142000,97000,16.6,1388.0,68.0,5.0,15,0,0,1,1,0,1,0,0
725000,90000,13.93,2179.0,138.0,7.0,10,1,0,0,1,0,1,0,0
630000,30000,18.6,1197.0,81.83,5.0,5,0,0,1,1,0,1,0,0
480000,50000,18.6,1197.0,81.83,5.0,7,0,0,1,1,0,1,0,0
330000,30000,23.95,998.0,67.05,5.0,6,0,0,1,1,0,1,0,0
500000,20000,11.96,1298.0,80.0,8.0,5,0,0,1,1,0,1,0,0
300000,60300,22.07,1199.0,73.9,5.0,10,1,0,0,1,0,1,0,0
400000,35000,23.0,1248.0,88.7,5.0,7,1,0,0,1,0,1,0,0
320000,80000,13.93,2179.0,138.03,7.0,11,1,0,0,1,0,1,0,0
180000,44391,19.81,1086.0,68.05,5.0,14,0,0,1,1,0,1,0,1
530000,58000,27.39,1248.0,74.0,5.0,6,1,0,0,1,0,1,0,0
600000,40000,15.96,2523.0,62.1,7.0,7,1,0,0,1,0,1,0,0
780000,66000,24.52,1248.0,88.5,7.0,5,1,0,0,1,0,1,0,1
700000,110000,26.0,1498.0,98.6,5.0,6,1,0,0,1,0,1,0,0
175000,56315,25.44,936.0,57.6,5.0,9,1,0,0,1,0,1,0,0
735000,70000,16.5,1493.0,70.0,7.0,5,1,0,0,1,0,1,0,0
325000,120000,23.59,1364.0,67.06,5.0,9,1,0,0,1,0,1,0,0
225000,100000,14.8,2499.0,80.0,10.0,16,1,0,0,1,0,1,0,0
350000,90000,23.0,1248.0,88.7,5.0,7,1,0,0,1,0,1,0,1
110000,120000,17.3,1061.0,57.5,5.0,16,0,1,0,1,0,1,1,0
85000,160000,18.2,998.0,67.1,5.0,15,0,0,1,1,0,1,1,0
150000,100000,13.4,1794.0,125.0,5.0,16,0,0,1,1,0,1,1,0
225000,120000,19.3,1248.0,73.9,5.0,13,1,0,0,1,0,1,1,0
111000,100000,18.0,1248.0,75.0,5.0,12,1,0,0,1,0,1,0,1
150000,70000,18.9,1061.0,67.0,5.0,15,0,0,1,1,0,1,1,0
300000,15151,21.1,814.0,55.2,5.0,5,0,0,1,1,0,1,0,1
630000,60000,15.4,1997.0,120.0,7.0,7,1,0,0,1,0,1,0,0
206000,100000,19.81,1086.0,68.05,5.0,11,0,0,1,1,0,1,0,0
70000,110000,18.9,998.0,67.1,5.0,16,0,0,1,1,0,1,1,0
567000,7000,18.9,1197.0,81.86,5.0,3,0,0,1,1,0,0,0,0
65000,35000,18.9,998.0,67.1,5.0,17,0,0,1,1,0,1,0,0
550000,60000,26.59,1248.0,74.0,5.0,6,1,0,0,1,0,1,0,1
140000,70000,20.36,1197.0,78.9,5.0,12,0,0,1,1,0,1,1,0
300000,30000,25.17,799.0,53.3,5.0,6,0,0,1,1,0,1,0,0
500000,70000,15.85,1499.0,110.4,5.0,9,0,0,1,1,0,1,0,1
400000,128000,18.9,1197.0,82.0,5.0,7,0,0,1,1,0,1,0,0
340000,160000,19.3,1248.0,0.0,5.0,11,1,0,0,1,0,1,0,1
850000,120000,12.8,2494.0,102.0,8.0,10,1,0,0,1,0,1,0,1
570000,15000,25.2,1248.0,74.0,5.0,8,1,0,0,1,0,1,0,0
699000,60000,28.4,1248.0,74.02,5.0,5,1,0,0,1,0,1,0,0
355000,80000,19.4,1198.0,86.8,5.0,9,0,0,1,1,0,1,0,0
690000,80000,26.59,1248.0,74.0,5.0,6,1,0,0,1,0,1,0,0
180000,114321,17.8,1399.0,68.0,5.0,16,1,0,0,1,0,1,0,1
200000,120000,19.4,1405.0,70.0,5.0,9,1,0,0,1,0,1,0,0
575000,120000,12.05,2179.0,120.0,8.0,10,1,0,0,1,0,1,0,1
415000,146000,23.59,1364.0,67.06,5.0,8,1,0,0,1,0,1,0,0
350000,30000,19.2,1086.0,68.05,5.0,10,0,1,0,1,0,1,0,0
350000,20000,21.1,814.0,55.2,5.0,5,0,0,1,1,0,1,0,0
632000,150000,23.59,1364.0,67.05,5.0,5,1,0,0,1,0,1,0,0
325000,70000,21.94,1196.0,61.7,5.0,8,0,0,0,1,0,1,0,1
511000,90000,16.3,1797.0,147.5,5.0,9,0,0,1,1,0,1,0,1
300000,100000,17.0,1497.0,118.0,5.0,12,0,0,1,1,0,1,1,0
70000,188000,18.9,998.0,67.1,5.0,17,0,0,1,1,0,1,1,0
180000,100000,19.81,1086.0,68.05,5.0,14,0,0,1,1,0,1,1,0
2711000,9000,13.6,1999.0,177.0,5.0,5,1,0,0,0,0,0,0,0
5150000,20000,22.37,2487.0,214.56,5.0,3,0,0,1,0,0,0,0,0
3200000,45000,19.33,1999.0,177.0,5.0,5,1,0,0,0,0,0,0,0
503000,110000,14.1,2179.0,147.94,7.0,7,1,0,0,1,0,1,0,0
3800000,20000,18.0,1969.0,190.0,5.0,3,1,0,0,1,0,0,0,0
2000000,68089,19.16,2494.0,157.7,5.0,6,0,0,1,0,1,0,0,0
225000,58343,21.79,998.0,67.05,5.0,9,0,0,1,0,1,1,0,0
740000,38817,27.39,1248.0,74.0,5.0,4,1,0,0,0,0,1,0,0
550000,56494,18.2,1199.0,88.7,5.0,6,0,0,1,0,1,1,0,0
750000,79328,12.99,2494.0,100.6,7.0,9,1,0,0,0,1,1,0,1
650000,5621,22.0,1197.0,81.8,5.0,3,0,0,1,0,1,0,0,0
625000,25538,16.78,1496.0,88.73,5.0,5,0,0,1,0,1,1,0,0
600000,69779,22.0,1197.0,81.8,5.0,4,0,0,1,0,0,0,0,0
450000,56290,24.0,1186.0,73.97,5.0,5,1,0,0,0,0,1,0,0
5400000,7500,16.78,1995.0,190.0,5.0,3,1,0,0,0,0,0,0,0
5500000,8500,16.78,1995.0,190.0,5.0,3,1,0,0,0,0,0,0,0
779000,7032,19.0,1199.0,88.76,5.0,3,0,0,1,0,1,0,0,0
645000,11000,14.3,1598.0,103.5,5.0,6,0,0,1,0,0,0,0,0
2475000,2000,16.8,1984.0,150.0,5.0,4,1,0,0,0,0,0,0,0
730000,37333,18.6,1197.0,81.83,5.0,5,0,0,1,1,0,1,0,0
450000,15000,20.77,1248.0,88.76,7.0,8,1,0,0,1,0,1,0,1
550000,330000,13.44,2359.0,198.25,5.0,10,0,0,1,1,0,1,0,1
420000,60000,26.6,998.0,58.16,5.0,5,0,0,0,1,0,1,0,0
509999,80000,23.59,1364.0,67.05,5.0,6,1,0,0,1,0,1,0,1
905000,110000,12.99,2494.0,100.6,7.0,7,1,0,0,1,0,1,0,0
240000,134000,19.3,1248.0,0.0,5.0,12,1,0,0,1,0,1,0,1
140000,72000,19.7,796.0,46.3,5.0,11,0,0,1,1,0,1,0,1
300000,140000,12.8,2494.0,102.0,8.0,16,1,0,0,1,0,1,0,1
300000,80000,18.5,1197.0,85.8,5.0,7,0,0,1,1,0,1,0,1
225000,120000,19.3,1248.0,73.9,5.0,12,1,0,0,1,0,1,0,1
860000,90000,12.99,2494.0,100.6,8.0,7,1,0,0,1,0,1,0,1
400000,100000,20.46,1461.0,83.8,5.0,10,1,0,0,1,0,1,0,1
190000,90000,17.5,1298.0,85.8,5.0,13,0,0,1,1,0,1,1,0
350000,140000,25.8,1498.0,98.6,5.0,9,1,0,0,1,0,1,1,0
75000,120000,18.0,995.0,62.0,5.0,12,0,0,1,1,0,1,0,0
860000,35000,24.3,1248.0,88.5,5.0,3,1,0,0,1,0,0,0,0
250000,50000,23.95,998.0,67.05,5.0,8,0,0,1,1,0,1,0,1
700000,82000,24.8,1396.0,88.7,5.0,5,1,0,0,1,0,1,0,0
399000,70000,25.2,1248.0,74.0,5.0,8,1,0,0,1,0,1,1,0
320000,90000,18.5,1197.0,85.8,5.0,6,0,0,1,1,0,1,0,0
2000000,60000,12.55,2982.0,168.5,7.0,7,1,0,0,1,0,0,0,0
1100000,79000,20.6,1968.0,141.0,5.0,8,1,0,0,1,0,1,0,1
750000,291000,12.8,2494.0,102.0,7.0,11,1,0,0,1,0,1,0,1
750000,250000,12.8,2494.0,102.0,7.0,12,1,0,0,1,0,1,0,1
530000,20000,15.96,2523.0,63.0,9.0,4,1,0,0,1,0,1,0,0
750000,53000,28.09,1248.0,88.5,5.0,5,1,0,0,1,0,1,0,0
560000,21500,19.34,1198.0,76.0,5.0,5,0,0,1,1,0,0,0,0
450000,89000,27.28,1047.0,69.0,5.0,5,1,0,0,1,0,1,0,0
459999,35000,19.1,1197.0,85.8,5.0,9,0,0,1,1,0,1,0,1
235000,43000,19.0,998.0,67.1,5.0,9,0,0,1,1,0,1,0,1
180000,80000,17.92,1086.0,62.1,5.0,13,0,0,1,1,0,1,0,1
140000,80000,17.8,1086.0,63.0,5.0,15,0,0,1,1,0,1,0,1
620000,110000,22.54,1396.0,88.73,5.0,8,1,0,0,1,0,1,0,0
190000,100000,21.1,814.0,55.2,5.0,10,0,0,1,1,0,1,0,0
380000,25000,21.1,814.0,55.2,5.0,4,0,0,1,1,0,1,0,0
1145000,20000,23.0,1498.0,98.96,5.0,3,1,0,0,1,0,1,0,0
540000,70000,22.95,1248.0,74.0,5.0,5,1,0,0,1,0,1,0,0
800000,197000,12.8,2494.0,102.0,7.0,11,1,0,0,1,0,1,0,0
150000,100000,14.0,1061.0,64.0,5.0,16,0,0,1,1,0,1,0,1
55000,70000,16.1,796.0,37.0,4.0,27,0,0,1,1,0,1,0,0
919999,140000,16.0,2179.0,140.0,7.0,7,1,0,0,1,0,1,0,0
75000,86000,19.3,1248.0,0.0,5.0,14,0,0,1,1,0,1,0,1
135000,50000,19.7,796.0,46.3,5.0,13,0,0,1,1,0,1,0,0
340000,40300,23.84,1199.0,84.0,5.0,5,0,0,1,1,0,1,0,0
525000,120000,12.8,2494.0,102.0,8.0,12,1,0,0,1,0,1,0,1
411000,25000,23.1,998.0,67.04,5.0,6,0,0,1,1,0,1,0,1
150000,155000,18.9,998.0,67.1,5.0,12,0,0,1,1,0,1,1,0
575000,50000,19.0,1199.0,88.7,5.0,7,0,0,1,1,0,0,0,0
595000,30030,18.6,1197.0,81.83,5.0,5,0,0,1,0,0,1,0,0
525000,29029,19.1,1197.0,82.0,5.0,5,0,0,1,0,0,1,0,0
335000,72072,21.1,1248.0,73.9,5.0,10,1,0,0,0,0,1,0,0
300000,54000,20.0,1399.0,68.0,5.0,10,1,0,0,1,0,1,0,0
415000,82082,22.54,1396.0,88.73,5.0,10,1,0,0,0,0,1,0,0
925000,48000,16.0,2179.0,140.0,7.0,6,1,0,0,1,0,1,0,1
750000,20000,17.5,1373.0,91.1,7.0,6,0,0,1,1,0,1,0,0
1150000,49000,22.0,1582.0,126.2,5.0,4,1,0,0,1,0,0,0,0
260000,35000,19.44,1198.0,67.0,7.0,7,0,0,1,1,0,1,1,0
260000,67000,33.44,796.0,40.3,4.0,5,0,0,0,1,0,1,0,0
347000,80600,19.3,1248.0,73.9,5.0,11,1,0,0,1,0,1,0,0
195000,58609,21.1,814.0,55.2,5.0,9,0,0,1,1,0,1,0,1
265000,33003,15.7,1172.0,67.0,5.0,6,0,0,1,1,0,1,0,0
320000,43000,26.6,998.0,58.16,5.0,6,0,0,0,1,0,1,0,1
590000,16500,18.6,1197.0,81.83,5.0,6,0,0,1,1,0,1,0,0
650000,138000,12.8,2494.0,102.0,8.0,10,1,0,0,1,0,1,0,1
509999,165500,14.0,2523.0,75.0,9.0,9,1,0,0,1,0,1,0,1
350000,120000,19.3,1248.0,73.9,5.0,11,1,0,0,1,0,1,0,1
749000,30000,21.5,1497.0,108.5,5.0,4,1,0,0,1,0,1,0,0
150000,70000,19.09,1396.0,69.0,5.0,12,1,0,0,1,0,1,0,1
33983,80000,19.3,1248.0,0.0,5.0,21,0,0,1,1,0,1,0,1
58000,170000,17.3,993.0,60.0,5.0,19,0,0,1,1,0,1,1,0
200000,120000,21.0,1461.0,64.1,5.0,11,1,0,0,1,0,1,1,0
210000,47990,19.3,1248.0,0.0,5.0,24,1,0,0,1,0,1,0,1
240000,168000,22.3,1248.0,74.0,5.0,8,1,0,0,1,0,1,0,1
515000,60000,25.8,1498.0,98.6,5.0,5,1,0,0,1,0,1,0,1
145000,120000,19.7,796.0,46.3,5.0,14,0,0,1,1,0,1,0,1
450000,5800,20.51,998.0,67.04,5.0,6,0,0,1,1,0,1,0,1
179000,68700,19.0,998.0,66.1,5.0,12,0,0,1,1,0,1,1,0
220000,108000,13.9,1599.0,103.2,5.0,15,0,0,1,1,0,1,1,0
500000,40000,17.57,1193.0,88.7,5.0,2,0,0,1,1,0,1,0,0
190000,100000,17.8,1399.0,67.0,5.0,13,1,0,0,1,0,1,0,1
200000,40000,25.44,936.0,56.3,5.0,7,1,0,0,1,0,1,0,0
850000,90000,17.0,1497.0,121.36,5.0,4,0,0,1,1,0,1,0,0
270000,60000,16.47,1198.0,73.9,5.0,11,0,0,1,1,0,1,0,1
335000,17000,21.1,814.0,55.2,5.0,6,0,0,1,1,0,1,0,0
459999,5000,20.51,998.0,67.04,5.0,4,0,0,1,1,0,1,0,0
710000,60000,24.3,1248.0,88.5,5.0,5,1,0,0,1,0,1,0,0
330000,140000,26.59,1248.0,74.0,5.0,7,1,0,0,1,0,1,0,1
1515000,15000,17.1,1956.0,170.0,5.0,5,1,0,0,1,0,1,0,0
750000,25000,17.0,1198.0,108.5,5.0,4,0,0,1,1,0,1,0,0
160000,50000,16.2,995.0,62.1,5.0,6,0,0,1,1,0,1,0,1
215000,60000,25.44,936.0,56.3,5.0,6,1,0,0,1,0,1,0,1
60000,40000,25.4,624.0,38.0,4.0,10,0,0,1,1,0,1,0,1
480000,72000,19.1,1197.0,85.8,5.0,8,0,0,1,1,0,1,0,0
140000,195000,21.12,1248.0,88.8,5.0,10,1,0,0,1,0,1,0,1
200000,70000,21.1,814.0,55.2,5.0,10,0,0,1,1,0,1,0,0
400000,83000,23.08,1461.0,63.1,5.0,9,1,0,0,1,0,1,0,0
180000,100000,21.1,814.0,55.2,5.0,10,0,0,1,1,0,1,0,1
550000,25000,20.4,1197.0,81.8,5.0,7,0,0,1,1,0,1,0,0
550000,50000,25.2,1248.0,74.0,5.0,6,1,0,0,1,0,1,0,0
550000,67000,20.77,1248.0,88.76,7.0,10,1,0,0,1,0,1,0,0
270000,30000,19.0,998.0,67.1,5.0,11,0,0,1,1,0,1,0,0
315000,85000,23.08,1461.0,63.12,5.0,9,1,0,0,1,0,1,0,0
875000,25000,16.55,2498.0,105.0,6.0,4,1,0,0,1,0,1,0,0
400000,170000,12.8,2494.0,102.0,8.0,15,1,0,0,1,0,1,0,0
540000,110000,14.0,2523.0,75.0,8.0,8,1,0,0,1,0,1,0,0
350000,60000,26.6,998.0,58.16,5.0,5,0,0,0,1,0,1,0,0
360000,80000,22.32,1582.0,126.32,5.0,11,1,0,0,1,0,1,0,1
300000,31000,20.51,998.0,67.04,5.0,8,0,0,1,1,0,1,0,0
350000,100000,24.0,1120.0,70.0,5.0,8,1,0,0,1,0,1,0,0
650000,130000,17.45,1493.0,100.0,7.0,6,1,0,0,1,0,1,0,0
350000,20000,20.51,998.0,67.04,5.0,6,0,0,1,1,0,1,0,0
700000,60000,22.77,1498.0,98.59,5.0,5,1,0,0,1,0,1,0,0
415000,102996,23.4,1248.0,74.0,5.0,9,1,0,0,1,0,1,0,1
1460000,5000,17.3,1497.0,121.0,7.0,3,1,0,0,1,0,1,0,0
830000,35000,21.5,1497.0,108.5,5.0,5,1,0,0,1,0,1,0,0
430000,5000,20.63,1198.0,67.0,5.0,4,0,0,1,1,0,1,0,1
850000,60000,22.77,1498.0,98.59,5.0,5,1,0,0,1,0,1,0,0
650000,70000,20.85,1197.0,83.14,5.0,5,0,0,1,1,0,1,0,0
120000,120000,16.8,1493.0,110.0,5.0,14,1,0,0,1,0,1,0,1
730000,65100,18.49,1493.0,100.0,7.0,6,1,0,0,1,0,1,0,1
525000,20000,20.89,1197.0,81.8,5.0,3,0,0,1,1,0,0,0,0
600000,108000,21.19,1396.0,88.73,5.0,7,1,0,0,1,0,1,0,0
500000,15000,21.21,1197.0,81.8,5.0,3,0,0,1,1,0,1,0,0
150000,77000,17.92,1086.0,62.1,5.0,13,0,0,1,1,0,1,0,0
409999,18500,20.51,998.0,67.04,5.0,7,0,0,1,1,0,1,0,0
625000,120000,18.49,1493.0,100.0,7.0,6,1,0,0,1,0,1,0,0
290000,15200,25.17,799.0,53.3,5.0,7,0,0,1,1,0,1,0,0
500000,35000,17.3,1497.0,117.3,7.0,7,0,0,1,1,0,1,0,0
475000,80000,22.32,1582.0,126.32,5.0,11,1,0,0,1,0,1,0,0
190000,70000,21.1,814.0,55.2,5.0,9,0,0,1,1,0,1,0,0
750000,80000,15.1,2179.0,140.0,7.0,8,1,0,0,1,0,1,0,1
525000,120000,19.01,1461.0,108.5,5.0,8,1,0,0,1,0,1,0,1
495000,82000,17.3,1998.0,163.7,5.0,10,1,0,0,1,0,1,1,0
550000,60000,22.54,1396.0,88.73,5.0,7,1,0,0,1,0,1,0,0
595000,129000,15.1,2179.0,140.0,7.0,10,1,0,0,1,0,1,1,0
550000,67000,21.2,1248.0,75.0,5.0,7,1,0,0,1,0,1,0,0
2000000,120000,13.0,2494.0,142.0,7.0,7,1,0,0,1,0,1,0,0
400000,120000,13.93,2179.0,138.03,7.0,12,1,0,0,1,0,1,1,0
500000,96500,20.5,1248.0,91.72,5.0,7,1,0,0,1,0,1,0,0
340000,52412,18.9,998.0,67.1,5.0,5,0,0,1,0,0,1,0,0
480000,85472,12.05,2179.0,120.0,8.0,10,1,0,0,0,0,1,0,0
480000,87452,22.77,1498.0,98.59,5.0,9,1,0,0,0,0,1,0,1
750000,17000,23.0,1498.0,98.96,5.0,4,1,0,0,1,0,1,0,0
100000,66530,18.9,1061.0,67.0,5.0,14,0,0,1,1,0,1,0,1
290000,40000,18.5,1197.0,82.85,5.0,9,0,0,1,1,0,1,0,0
425000,96500,20.5,1248.0,91.72,5.0,7,1,0,0,1,0,1,0,0
285000,79000,16.8,1497.0,116.3,5.0,12,0,0,1,1,0,1,0,0
625000,50000,18.49,1493.0,100.0,7.0,6,1,0,0,1,0,1,0,0
170000,60000,20.3,1248.0,75.0,5.0,10,1,0,0,1,0,1,0,1
459999,35000,17.57,1193.0,88.7,5.0,4,0,0,1,1,0,1,0,0
450000,120000,20.5,1248.0,91.72,5.0,7,1,0,0,1,0,1,0,0
650000,10000,21.21,1197.0,81.8,5.0,3,0,0,1,1,0,0,0,0
