selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,company_name,no_of_years
350000,5000,Petrol,Individual,Manual,First Owner,22.05,796.0,47.3,5.0,Maruti,2
530000,59000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,5.0,Mahindra,5
350000,100000,Diesel,Individual,Manual,More than 2 owner,18.2,1248.0,73.8,7.0,Chevrolet,9
168000,50000,Petrol,Individual,Automatic,First Owner,11.0,2359.0,165.0,5.0,Hyundai,14
240000,45000,Petrol,Individual,Manual,Second Owner,25.17,799.0,53.3,5.0,Renault,6
220000,80000,Diesel,Individual,Manual,More than 2 owner,19.3,1248.0,73.9,5.0,Maruti,12
110000,80000,Petrol,Individual,Manual,More than 2 owner,18.9,1061.0,67.0,5.0,Maruti,14
850000,100000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,6
545000,110000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,Maruti,8
2064000,24000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,8.0,Toyota,4
950000,25000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,Maruti,4
200000,68697,Petrol,Individual,Manual,More than 2 owner,21.1,814.0,55.2,5.0,Hyundai,9
660000,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,5
420000,40000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0,Honda,9
150000,29000,Petrol,Individual,Manual,First Owner,16.5,1172.0,65.0,5.0,Tata,12
175000,68000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5.0,Chevrolet,9
750000,15000,Petrol,Individual,Automatic,First Owner,18.1,1199.0,88.7,5.0,Honda,4
425000,70000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,Maruti,8
790000,126000,Diesel,Individual,Manual,More than 2 owner,21.43,1364.0,87.2,5.0,Toyota,7
830000,300000,Diesel,Individual,Manual,More than 2 owner,12.8,2494.0,102.0,7.0,Toyota,11
650000,94000,Diesel,Individual,Manual,Second Owner,24.5,1498.0,98.6,7.0,Honda,7
780000,129000,Diesel,Individual,Manual,More than 2 owner,21.43,1364.0,87.2,5.0,Toyota,7
180000,55000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,Hyundai,12
869999,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,Ford,3
275000,50000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5.0,Tata,11
630000,25000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,Hyundai,5
150000,60000,Petrol,Individual,Manual,Second Owner,13.4,1794.0,125.0,5.0,Toyota,14
315000,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti,6
189000,70000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5.0,Tata,11
580000,120000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,8
150000,153000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,0.0,5.0,Fiat,13
825000,35000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,4
650000,60000,Diesel,Individual,Manual,Second Owner,14.1,2179.0,148.0,7.0,Tata,6
50000,62000,Petrol,Individual,Manual,Second Owner,13.0,1343.0,90.0,5.0,Honda,18
200000,120000,Petrol,Individual,Manual,Second Owner,16.25,1198.0,73.9,5.0,Skoda,11
135000,120000,Diesel,Individual,Manual,More than 2 owner,15.42,1405.0,70.0,7.0,Tata,9
680000,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,5
670000,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,5
1000000,60000,Diesel,Individual,Automatic,First Owner,16.73,1995.0,218.0,5.0,BMW,12
240000,80000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,Maruti,12
555000,147279,Diesel,Individual,Manual,Second Owner,17.0,2200.0,139.01,7.0,Force,8
455000,98000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,Skoda,9
750000,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti,4
700000,90000,Diesel,Individual,Automatic,First Owner,26.59,1248.0,74.0,5.0,Maruti,6
220000,22000,Petrol,Individual,Automatic,First Owner,21.9,624.0,37.48,4.0,Tata,6
160000,120000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,Tata,8
225000,100000,Diesel,Individual,Manual,Second Owner,22.1,1248.0,76.9,5.0,Chevrolet,9
140000,120000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,Tata,14
600000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,Maruti,8
1000000,24700,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra,7
65000,100000,Petrol,Individual,Manual,More than 2 owner,18.0,995.0,62.0,5.0,Chevrolet,14
500000,10000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,Maruti,3
1100000,88754,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra,5
325000,53287,Petrol,Dealer,Manual,First Owner,19.3,1248.0,0.0,5.0,Ford,11
1150000,43526,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra,5
320000,55885,Petrol,Dealer,Manual,First Owner,16.25,1198.0,75.0,5.0,Skoda,10
950000,16034,Diesel,Dealer,Manual,First Owner,21.7,1498.0,98.96,5.0,Ford,3
250000,156040,Diesel,Dealer,Manual,First Owner,20.0,1399.0,68.0,5.0,Ford,10
400000,93415,Diesel,Dealer,Manual,First Owner,13.1,2499.0,141.0,7.0,Ford,18
1100000,122000,Diesel,Individual,Automatic,Second Owner,18.48,1995.0,177.0,5.0,BMW,14
600000,20000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,5
509999,46000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,Maruti,5
395000,50000,Petrol,Individual,Manual,More than 2 owner,15.41,1598.0,103.2,5.0,Skoda,6
469000,5000,Petrol,Individual,Manual,First Owner,21.79,998.0,67.05,5.0,Maruti,4
250000,42000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,5
130000,68519,Petrol,Dealer,Manual,First Owner,16.2,995.0,62.1,5.0,Chevrolet,11
906000,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,Ford,3
160000,85000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,Ford,11
300000,88000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,Maruti,10
60000,100000,Petrol,Individual,Manual,More than 2 owner,14.0,796.0,37.5,5.0,Maruti,12
400000,100000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,Maruti,8
450000,22966,Petrol,Dealer,Manual,First Owner,23.84,1199.0,84.48,5.0,Tata,4
465000,80000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,Mahindra,8
325000,80000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,Maruti,10
150000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,14
250000,2350,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,8
175000,50000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,11
175000,58000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,12
150000,80000,Petrol,Individual,Manual,Second Owner,16.9,1497.0,100.0,5.0,Honda,16
797000,60000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,Mahindra,4
800000,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,Hyundai,3
750000,59872,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,3
400000,140000,Diesel,Individual,Manual,Second Owner,13.5,2179.0,115.0,5.0,Mahindra,11
160000,110000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,10
700000,91182,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,6
160000,60000,Petrol,Individual,Manual,More than 2 owner,19.7,796.0,46.3,5.0,Maruti,12
400000,100000,Diesel,Individual,Manual,First Owner,21.27,1396.0,88.76,5.0,Hyundai,10
451000,120000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,5.0,Toyota,9
40000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti,20
300000,70000,Diesel,Individual,Manual,More than 2 owner,21.12,1248.0,88.8,5.0,Tata,10
421000,59500,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5.0,Maruti,5
80000,100000,CNG,Individual,Manual,Second Owner,10.9,796.0,0.0,8.0,Maruti,22
950000,45000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,6
395000,75500,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,Hyundai,11
950000,46000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.5,5.0,Maruti,6
270000,60000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti,9
360000,60000,Petrol,Individual,Automatic,Second Owner,15.0,1396.0,100.0,5.0,Hyundai,13
235000,152500,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5.0,Maruti,14
1850000,60000,Diesel,Individual,Automatic,Second Owner,13.0,2143.0,201.1,5.0,Mercedes-Benz,8
1900000,130000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,7.0,Toyota,7
550000,23456,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,5
1225000,39000,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra,7
700000,15000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0,Honda,5
1650000,69123,Diesel,Dealer,Manual,First Owner,17.1,1956.0,170.0,5.0,Jeep,5
376000,26000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5.0,Honda,10
875000,77524,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,Ford,5
459999,40523,Petrol,Dealer,Manual,Second Owner,18.5,1197.0,82.85,5.0,Hyundai,8
755000,39000,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5.0,Maruti,4
6223000,7800,Petrol,Dealer,Automatic,More than 2 owner,15.26,1798.0,187.74,5.0,Audi,3
5923000,11500,Petrol,Dealer,Automatic,More than 2 owner,15.26,1798.0,187.74,5.0,Audi,3
6523000,23600,Petrol,Dealer,Automatic,More than 2 owner,15.26,1798.0,187.74,5.0,Audi,3
1050000,220000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,Toyota,12
215000,218000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,0.0,5.0,Toyota,18
1050000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra,7
800000,25000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,Maruti,4
600000,31000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0,Maruti,7
530000,42000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,Maruti,5
450000,80000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,Maruti,7
235000,60000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,Maruti,11
550000,240000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,9
395000,35000,Petrol,Individual,Automatic,Second Owner,14.3,1598.0,103.5,5.0,Skoda,9
450000,35000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,Tata,4
600000,5000,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,7.0,Renault,3
610000,110000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,6
690000,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,5
790000,15000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,Tata,4
254999,40000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,Maruti,8
500000,41000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5.0,Honda,6
340000,100000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,Mahindra,11
150000,120000,Diesel,Individual,Manual,First Owner,12.2,1948.0,68.0,9.0,Tata,14
245000,110000,Diesel,Individual,Manual,More than 2 owner,13.6,2523.0,63.0,7.0,Mahindra,15
515000,120000,Diesel,Individual,Manual,Second Owner,20.34,1498.0,103.2,5.0,Volkswagen,7
122000,60000,Diesel,Individual,Manual,Second Owner,12.8,1995.0,52.0,5.0,Ambassador,14
160000,35000,Petrol,Individual,Manual,More than 2 owner,19.81,1086.0,68.05,5.0,Hyundai,13
110000,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,15
360000,70000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,8
210000,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,0.0,5.0,Maruti,13
260000,90000,Diesel,Individual,Manual,More than 2 owner,16.2,1493.0,110.0,5.0,Hyundai,11
128000,60000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,15
600000,80000,Diesel,Individual,Manual,Second Owner,23.9,1582.0,126.2,5.0,Hyundai,7
800000,151000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,Toyota,12
675000,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti,3
1000000,24700,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra,7
65000,100000,Petrol,Individual,Manual,More than 2 owner,18.0,995.0,62.0,5.0,Chevrolet,14
500000,10000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,Maruti,3
300000,50000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5.0,Maruti,12
125000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti,13
550000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,5
150000,80000,Petrol,Individual,Manual,More than 2 owner,19.7,796.0,46.3,5.0,Maruti,15
891000,80000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,Mahindra,5
1050000,70000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,Toyota,7
750000,15000,Petrol,Individual,Manual,First Owner,21.1,998.0,100.5,5.0,Maruti,4
380000,27500,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.9,5.0,Hyundai,10
800000,110000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,Toyota,9
200000,120000,Petrol,Individual,Manual,First Owner,15.7,1390.0,75.0,5.0,Mahindra,12
700000,70000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti,6
229999,290000,Diesel,Individual,Manual,First Owner,13.1,2446.0,75.0,10.0,Toyota,20
300000,74000,Petrol,Individual,Manual,Second Owner,12.8,2354.0,177.6,5.0,Honda,12
670000,120000,Diesel,Individual,Manual,First Owner,24.2,1498.0,98.6,7.0,Honda,7
210000,140000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,5.0,Honda,15
370000,40000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,Maruti,5
600000,20000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,Maruti,3
810000,15000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,2
80000,35000,Petrol,Individual,Manual,First Owner,19.3,1248.0,0.0,5.0,Fiat,16
346000,16000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata,3
55000,130000,Petrol,Individual,Manual,First Owner,13.0,1343.0,90.0,5.0,Honda,17
250000,118000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.03,7.0,Tata,10
120000,44000,Petrol,Individual,Manual,Second Owner,16.1,1298.0,88.2,5.0,Maruti,16
600000,50000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0,Maruti,9
330000,60000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti,6
400000,147000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,Hyundai,8
100000,40000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,62.0,5.0,Tata,18
450000,100000,Petrol,Individual,Manual,More than 2 owner,19.1,1197.0,85.8,5.0,Maruti,8
800000,55000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,Maruti,5
340000,40000,Diesel,Individual,Manual,Second Owner,27.62,793.0,47.0,5.0,Maruti,7
225000,64000,Diesel,Individual,Manual,More than 2 owner,21.1,1248.0,73.9,5.0,Maruti,12
55000,100000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,Maruti,20
900000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,Maruti,6
2500000,30000,Diesel,Individual,Automatic,First Owner,9.0,1984.0,181.0,5.0,Volvo,8
465000,30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,4
70000,150000,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5.0,Maruti,18
400000,24177,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,Tata,6
185000,80000,Diesel,Individual,Manual,First Owner,16.1,1405.0,70.0,5.0,Tata,10
140000,150000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,Maruti,16
415000,120000,Diesel,Individual,Manual,Second Owner,21.04,1461.0,83.8,7.0,Renault,7
532000,121779,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,8.0,Mahindra,10
600000,56000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,5
150000,100000,Petrol,Individual,Manual,More than 2 owner,15.0,1586.0,104.68,5.0,Maruti,14
459999,12000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,Maruti,4
800000,15381,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,5
310000,5000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,Mahindra,11
475000,40000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5.0,Nissan,8
310000,35000,CNG,Individual,Manual,Second Owner,26.6,998.0,58.16,5.0,Maruti,6
350000,10000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,Maruti,4
1800000,10000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra,3
640000,25000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,4
350000,50000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,Maruti,5
600000,30000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,Tata,4
575000,23000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5.0,Hyundai,7
974000,15000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,Mahindra,3
445000,5000,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,5.0,Maruti,4
580000,15000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,Maruti,7
1050000,20000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5.0,Hyundai,2
600000,50000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,Ford,7
370000,40000,Petrol,Individual,Manual,Second Owner,18.16,1196.0,86.8,5.0,Ford,5
150000,70000,Petrol,Individual,Manual,More than 2 owner,18.2,1061.0,64.0,5.0,Maruti,15
483000,15000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,Maruti,5
470000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,6
950000,25000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,4
450000,50000,Petrol,Individual,Manual,More than 2 owner,17.01,1591.0,121.3,5.0,Hyundai,9
345000,70000,Petrol,Individual,Manual,First Owner,17.6,1496.0,88.7,5.0,Toyota,11
600000,5000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0,Maruti,2
300000,60000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5.0,Maruti,13
160000,74800,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5.0,Maruti,15
120000,80000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,18
220000,270000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,Maruti,10
340000,120000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,Hyundai,4
138000,120000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,Honda,15
100000,250000,Diesel,Individual,Manual,More than 2 owner,19.3,1248.0,0.0,5.0,Toyota,22
231000,80000,Petrol,Individual,Manual,More than 2 owner,17.5,1298.0,85.8,5.0,Maruti,12
800000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra,9
960000,20000,Petrol,Individual,Manual,First Owner,17.0,1197.0,108.6,5.0,Mahindra,3
120000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,Maruti,13
270000,40000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,Maruti,10
200000,100000,Petrol,Individual,Manual,Second Owner,21.1,1197.0,85.8,5.0,Maruti,11
328000,123000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5.0,Maruti,10
432000,77000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,Hyundai,10
565000,7000,Petrol,Individual,Manual,First Owner,18.78,999.0,75.0,5.0,Volkswagen,3
390000,70000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti,5
600000,30000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,Ford,5
250000,120000,Diesel,Individual,Manual,More than 2 owner,23.0,1396.0,90.0,5.0,Hyundai,11
165000,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,Chevrolet,11
421000,105000,Petrol,Individual,Manual,First Owner,17.0,1497.0,118.0,5.0,Honda,11
225000,109322,Petrol,Individual,Manual,Second Owner,16.36,1495.0,93.7,5.0,Hyundai,10
350000,120000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5.0,Nissan,9
1757000,24000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,Jeep,4
600000,70000,Diesel,Individual,Manual,Second Owner,27.39,1248.0,74.0,5.0,Maruti,7
515000,35000,Petrol,Individual,Manual,First Owner,24.0,1199.0,83.81,5.0,Tata,4
80000,80000,Petrol,Individual,Manual,More than 2 owner,16.1,796.0,37.0,4.0,Maruti,23
800000,70000,Diesel,Individual,Manual,Second Owner,23.65,1248.0,88.5,5.0,Maruti,5
120000,100000,Diesel,Individual,Manual,More than 2 owner,10.5,2179.0,120.0,7.0,Mahindra,18
2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,Jaguar,5
5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,Lexus,3
3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,Jaguar,5
503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,Tata,7
3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,Volvo,3
2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,Toyota,6
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,Maruti,9
740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,4
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,Honda,6
750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota,9
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,3
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,Toyota,5
600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,4
450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai,5
5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,3
5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,3
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,Honda,3
645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,Skoda,6
2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo,4
475000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,5
400000,20000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,Maruti,7
80000,90000,Petrol,Individual,Automatic,Second Owner,19.3,1248.0,0.0,5.0,Hyundai,18
300000,60000,Diesel,Individual,Manual,First Owner,20.3,1248.0,75.0,5.0,Fiat,11
400000,475000,Diesel,Individual,Manual,More than 2 owner,13.5,2179.0,115.0,5.0,Mahindra,11
235000,70000,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64.0,5.0,Maruti,13
350000,40000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,Maruti,7
625000,34000,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5.0,Maruti,5
525000,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra,8
550000,10000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,Tata,4
550000,80000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,Mahindra,7
200000,100000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,Honda,16
350000,120000,Diesel,Individual,Manual,First Owner,13.0,2489.0,95.0,8.0,Mahindra,11
220000,100000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,Honda,16
412000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,6
126000,52000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,Maruti,13
430000,63000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,9
130000,90000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,Maruti,13
350000,60000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata,5
220000,35000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,11
380000,80000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,Mahindra,11
200000,110000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford,12
2000000,20000,Diesel,Individual,Manual,First Owner,12.55,2982.0,168.5,7.0,Toyota,7
610000,90000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,Ford,7
